İş Emri No;Operasyon Kodu;Tesis Kodu;Tesis Adı;Üretim Tarihi;Gün Adı;Hat Kodu;Hat Tanımı;Operasyon Tanımı;Fire Miktar (Bobin);Üretim Miktarı (Bobin);Setup Süresi (Saat);Bakım Duruşu (Saat);Arıza Duruşu (Saat);Plansız Duruş (Saat);Operasyon Süresi (Saat);Operasyon Hızı (m/dk);Operatör Adı Soyadı;Operatör Sicil No;Üretim Yılı;Üretim Ayı;İzolasyon Cinsi;Ürün Kodu;Ürün Açıklaması;Üretim Zorluk Derecesi;Malzeme Kodu;Malzeme Açıklaması;Kaliteli Bobin Adedi;Kaliteli Toplam Metraj;Kaliteli Toplam m²;Fire Bobin Adedi;Fire Toplam Metraj;Fire Toplam m²;Günlük İş Emri Sayısı;Parti Sayısı;Hat Başına İş Emri;Hat Günlük İş Emri;Ortalama Çekim Miktarı;Ortalama Setup Süresi (Saat);Hat Nominal Hızı (m/dk);Bakım Açıklaması;Arıza Açıklaması;Kullanım Oranı (%);Performans Oranı (%);Kalite Oranı (%);OEE Değeri (%)
WO-202601-16415;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;28.01.2026;ÇARŞAMBA;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;ÇELİK ZIRH SARMAL;1.0;10.3;1.922;0.0;0.0;0.0;0.739;12.0;HÜSEYİN ÇELİK;OPR-1004;2026;1;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;7;AL-1350;Alüminyum Alaşım;9;532;50.54;1;68;6.46;1;1;1;1;10.3;1.9;30;;;29.53;41.96;83.66;10.37
WO-202601-16416;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;28.01.2026;ÇARŞAMBA;XTR-2001;Özel Üretim Extruder Hattı Epsilon;DOLGU KAPLAMA;0.0;11.3;0.888;0.0;0.0;0.0;0.782;39.7;MEHMET DEMİR;OPR-1002;2026;1;LSZH;KBL-802;CAT7 SFTP 4P Yüksek Performans;5;CU-ETP;Elektrolitik Bakır;10;1864;27.96;0;136;2.04;1;1;1;1;11.3;0.9;50;;;20.81;80.84;91.96;15.47
WO-202601-16417;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;28.01.2026;ÇARŞAMBA;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;ÇELİK ZIRH SARMAL;2.7;26.7;1.894;0.0;2.81;0.0;1.606;14.8;HÜSEYİN ÇELİK;OPR-1004;2026;1;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;7;AL-1350;Alüminyum Alaşım;24;1430;135.85;3;190;18.05;1;1;1;1;26.7;1.9;30;;Anlık Arıza (Süper Ağır Hizmet Extruder Hattı Iota - Çok Yüksek Risk);43.55;44.61;84.56;16.43
WO-202601-16418;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;28.01.2026;ÇARŞAMBA;XTR-2003;Ağır Hizmet Extruder Hattı Eta;DIŞ KILIF SIVAMA;3.3;31.6;0.8;0.0;0.0;0.0;2.474;48.4;HÜSEYİN ÇELİK;OPR-1004;2026;1;Halogen-Free;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;2;AL-1350;Alüminyum Alaşım;36;7185;107.77;3;615;9.22;1;1;1;1;31.6;0.8;45;;;37.4;100.0;90.81;33.97
WO-202601-16419;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;28.01.2026;ÇARŞAMBA;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;DOLGU KAPLAMA;4.1;51.1;2.032;0.0;0.0;0.0;2.801;16.3;HÜSEYİN ÇELİK;OPR-1004;2026;1;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;7;CU-ETP;Elektrolitik Bakır;46;2744;260.68;4;256;24.32;1;1;1;1;51.1;2.0;30;;;53.29;47.39;86.36;21.81
WO-202601-16420;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;28.01.2026;ÇARŞAMBA;XTR-1002;Standart Extruder Hattı Beta;DOLGU KAPLAMA;1.0;19.2;0.688;0.0;0.0;0.0;0.847;68.5;ALİ KAYA;OPR-1005;2026;1;PVC;KBL-201;NYY 4x6 mm² Yeraltı Enerji;3;AL-1350;Alüminyum Alaşım;18;3479;86.98;1;321;8.03;1;1;1;1;19.2;0.7;80;;;20.39;89.19;87.32;15.88
WO-202601-16421;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;28.01.2026;ÇARŞAMBA;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;İZOLASYON EKSTRÜZYON;0.0;11.6;0.335;0.0;0.0;0.0;0.57;89.7;OSMAN YILDIZ;OPR-2002;2026;1;PVC;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;1;AL-1350;Alüminyum Alaşım;11;3068;24.54;0;232;1.86;1;1;1;1;11.6;0.3;130;;;11.58;74.28;90.05;7.75
WO-202601-16422;OP-310;KABLO-IST;İstanbul Kablo Üretim Tesisi;28.01.2026;ÇARŞAMBA;XTR-1001;Mikro Extruder Hattı Alfa;İZOLASYON EKSTRÜZYON;1.1;51.3;0.55;0.0;0.0;0.327;1.85;126.7;AHMET YILMAZ;OPR-1001;2026;1;PE;KBL-801;CAT6 UTP 4P Data İletişim;3;CU-ETP;Elektrolitik Bakır;47;14067;112.54;1;573;4.58;1;1;1;1;51.3;0.6;120;;;27.9;100.0;94.22;26.29
WO-202601-16423;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;28.01.2026;ÇARŞAMBA;XTR-2004;Kombine Extruder Hattı Theta;ÇELİK ZIRH SARMAL;0.0;8.9;1.067;0.0;0.0;0.0;0.132;96.1;SÜLEYMAN KOÇ;OPR-2005;2026;1;PVC;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;2;CU-ETP;Elektrolitik Bakır;8;764;15.28;0;36;0.72;1;1;1;1;8.9;1.1;110;;;15.81;84.51;93.88;12.54
WO-202601-16424;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;28.01.2026;ÇARŞAMBA;XTR-2004;Kombine Extruder Hattı Theta;DIŞ KILIF SIVAMA;2.2;31.5;0.934;0.0;0.0;0.0;0.767;113.5;İSMAİL ÖZDEMİR;OPR-2001;2026;1;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;4;AL-1350;Alüminyum Alaşım;35;5224;104.48;2;326;6.52;1;1;1;1;31.5;0.9;110;;;18.62;100.0;92.44;17.22
WO-202601-16425;OP-310;KABLO-IST;İstanbul Kablo Üretim Tesisi;28.01.2026;ÇARŞAMBA;XTR-1002;Standart Extruder Hattı Beta;ÇELİK ZIRH SARMAL;2.6;46.7;0.936;0.0;2.05;0.0;2.103;62.0;SÜLEYMAN KOÇ;OPR-2005;2026;1;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;4;CU-ETP;Elektrolitik Bakır;53;7825;195.62;3;575;14.38;1;1;1;1;46.7;0.9;80;;Anlık Arıza (Standart Extruder Hattı Beta - Orta Risk);32.97;69.73;91.68;21.08
WO-202601-16426;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;28.01.2026;ÇARŞAMBA;XTR-1002;Standart Extruder Hattı Beta;İZOLASYON EKSTRÜZYON;0.0;14.7;0.793;0.0;0.0;0.0;0.502;65.3;ALİ KAYA;OPR-1005;2026;1;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;4;CU-ETP;Elektrolitik Bakır;14;1968;49.2;0;132;3.3;1;1;1;1;14.7;0.8;80;;;14.58;71.31;91.52;9.51
WO-202601-16427;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;28.01.2026;ÇARŞAMBA;XTR-2002;Standart Extruder Hattı Zeta;DOLGU KAPLAMA;5.4;35.0;0.925;0.0;0.0;0.0;0.941;65.4;SÜLEYMAN KOÇ;OPR-2005;2026;1;Kauçuk;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;6;AL-1350;Alüminyum Alaşım;37;3696;92.4;5;504;12.6;1;1;1;1;35.0;0.9;90;;;24.67;73.64;83.01;15.08
WO-202601-16428;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;28.01.2026;ÇARŞAMBA;XTR-1002;Standart Extruder Hattı Beta;İZOLASYON EKSTRÜZYON;1.0;21.9;0.798;0.0;0.0;0.0;0.577;60.9;ALİ KAYA;OPR-1005;2026;1;Kauçuk;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;6;AL-1350;Alüminyum Alaşım;22;2110;52.75;1;190;4.75;1;1;1;1;21.9;0.8;80;;;16.19;79.45;90.37;11.63
WO-202601-16429;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;28.01.2026;ÇARŞAMBA;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;İZOLASYON EKSTRÜZYON;1.0;24.8;0.309;0.0;0.0;0.0;1.408;89.4;OSMAN YILDIZ;OPR-2002;2026;1;PVC;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;1;CU-ETP;Elektrolitik Bakır;26;7553;60.42;1;547;4.38;1;1;1;1;24.8;0.3;130;;;18.32;64.71;91.68;10.87
WO-202601-16430;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;28.01.2026;ÇARŞAMBA;XTR-1001;Mikro Extruder Hattı Alfa;İLETKEN TEL ÇEKİM;1.9;31.7;0.263;0.0;0.0;0.0;0.428;128.0;İSMAİL ÖZDEMİR;OPR-2001;2026;1;PVC;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;1;CU-ETP;Elektrolitik Bakır;33;3284;26.27;2;216;1.73;1;1;1;1;31.7;0.3;120;;;8.03;100.0;89.83;7.22
WO-202601-16431;OP-310;KABLO-ANK;Ankara Kablo Üretim Tesisi;28.01.2026;ÇARŞAMBA;XTR-2002;Standart Extruder Hattı Zeta;ÇELİK ZIRH SARMAL;0.9;12.0;0.711;0.0;0.0;0.0;0.407;72.7;ALİ KAYA;OPR-1005;2026;1;Halogen-Free;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;4;CU-ETP;Elektrolitik Bakır;12;1776;44.4;1;174;4.35;1;1;1;1;12.0;0.7;90;;;12.44;73.95;91.51;8.42
WO-202601-16432;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;28.01.2026;ÇARŞAMBA;XTR-2001;Özel Üretim Extruder Hattı Epsilon;İZOLASYON EKSTRÜZYON;3.2;40.9;1.069;0.0;0.0;0.0;5.497;24.7;OSMAN YILDIZ;OPR-2002;2026;1;LSZH;KBL-802;CAT7 SFTP 4P Yüksek Performans;5;CU-ETP;Elektrolitik Bakır;41;8131;121.96;3;669;10.04;1;1;1;1;40.9;1.1;50;;;76.58;46.75;87.89;31.46
WO-202601-16433;OP-350;KABLO-IST;İstanbul Kablo Üretim Tesisi;28.01.2026;ÇARŞAMBA;XTR-1002;Standart Extruder Hattı Beta;İLETKEN TEL ÇEKİM;3.6;39.2;0.984;0.0;0.0;0.0;2.078;65.1;SÜLEYMAN KOÇ;OPR-2005;2026;1;PVC;KBL-201;NYY 4x6 mm² Yeraltı Enerji;3;AL-1350;Alüminyum Alaşım;41;8113;202.83;4;887;22.18;1;1;1;1;39.2;1.0;80;;;33.06;70.51;89.97;20.97
WO-202601-16434;OP-350;KABLO-ANK;Ankara Kablo Üretim Tesisi;28.01.2026;ÇARŞAMBA;XTR-2002;Standart Extruder Hattı Zeta;DIŞ KILIF SIVAMA;4.0;53.7;0.952;0.0;0.0;0.0;1.173;76.9;MEHMET DEMİR;OPR-1002;2026;1;Kauçuk;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;6;CU-ETP;Elektrolitik Bakır;55;5415;135.38;4;485;12.12;1;1;1;1;53.7;1.0;90;;;23.62;91.67;87.29;18.9
WO-202601-16435;OP-310;KABLO-ANK;Ankara Kablo Üretim Tesisi;28.01.2026;ÇARŞAMBA;XTR-2001;Özel Üretim Extruder Hattı Epsilon;DIŞ KILIF SIVAMA;0.9;34.9;0.815;0.0;0.0;0.0;1.853;47.8;MEHMET DEMİR;OPR-1002;2026;1;Kauçuk;KBL-902;H07RN-F 3G2.5 mm² Kauçuk Seyyar;3;CU-ETP;Elektrolitik Bakır;36;5314;79.71;1;236;3.54;1;1;1;1;34.9;0.8;50;;;35.54;100.0;94.44;33.56
WO-202601-16436;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;28.01.2026;ÇARŞAMBA;XTR-1002;Standart Extruder Hattı Beta;ÇELİK ZIRH SARMAL;0.9;13.0;0.679;0.0;0.0;0.0;0.626;78.0;HASAN AYDIN;OPR-2003;2026;1;PVC;KBL-201;NYY 4x6 mm² Yeraltı Enerji;3;AL-1350;Alüminyum Alaşım;15;2930;73.25;1;270;6.75;1;1;1;1;13.0;0.7;80;;;17.5;96.37;87.35;14.74
WO-202601-16437;OP-310;KABLO-ANK;Ankara Kablo Üretim Tesisi;28.01.2026;ÇARŞAMBA;XTR-2002;Standart Extruder Hattı Zeta;DOLGU KAPLAMA;2.2;41.3;1.036;0.0;0.0;0.0;1.288;78.1;ALİ KAYA;OPR-1005;2026;1;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;4;CU-ETP;Elektrolitik Bakır;41;6035;150.88;2;415;10.38;1;1;1;1;41.3;1.0;90;;;29.32;92.69;90.39;24.56
WO-202601-16438;OP-310;KABLO-IST;İstanbul Kablo Üretim Tesisi;28.01.2026;ÇARŞAMBA;XTR-1001;Mikro Extruder Hattı Alfa;ÇELİK ZIRH SARMAL;1.0;24.1;0.66;0.0;0.0;0.0;1.054;127.3;AHMET YILMAZ;OPR-1001;2026;1;PE;KBL-801;CAT6 UTP 4P Data İletişim;3;CU-ETP;Elektrolitik Bakır;27;8055;64.44;1;485;3.88;1;1;1;1;24.1;0.7;120;;;21.51;98.26;93.61;19.79
WO-202601-16439;OP-350;KABLO-IST;İstanbul Kablo Üretim Tesisi;28.01.2026;ÇARŞAMBA;XTR-1001;Mikro Extruder Hattı Alfa;DOLGU KAPLAMA;0.0;10.6;0.599;0.0;0.0;0.0;0.135;128.1;İSMAİL ÖZDEMİR;OPR-2001;2026;1;PVC;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;2;CU-ETP;Elektrolitik Bakır;11;1039;8.31;0;61;0.49;1;1;1;1;10.6;0.6;120;;;8.45;100.0;94.09;7.95
WO-202601-16440;OP-310;KABLO-ANK;Ankara Kablo Üretim Tesisi;28.01.2026;ÇARŞAMBA;XTR-2001;Özel Üretim Extruder Hattı Epsilon;İLETKEN TEL ÇEKİM;2.0;47.2;1.306;0.0;0.0;0.142;31.708;22.7;OSMAN YILDIZ;OPR-2002;2026;1;LSZH;KBL-701;Fiber Optik SM 12C Dış Tesisat;8;FO-SM-9;Fiber Optik Single Mode;44;43241;648.62;2;2759;41.38;1;1;1;1;47.2;1.3;50;;;100.0;43.29;87.95;38.08
WO-202601-16441;OP-350;KABLO-IST;İstanbul Kablo Üretim Tesisi;28.01.2026;ÇARŞAMBA;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;İZOLASYON EKSTRÜZYON;2.3;34.3;0.69;0.0;0.0;0.0;1.675;104.1;MUSTAFA ŞAHİN;OPR-1003;2026;1;PE;KBL-801;CAT6 UTP 4P Data İletişim;3;CU-ETP;Elektrolitik Bakır;35;10457;83.66;2;828;6.62;1;1;1;1;34.3;0.7;130;;;27.65;72.95;92.27;18.61
WO-202601-16442;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;28.01.2026;ÇARŞAMBA;XTR-2001;Özel Üretim Extruder Hattı Epsilon;ÇELİK ZIRH SARMAL;2.3;36.7;0.965;0.0;0.0;0.0;21.783;29.0;ALİ KAYA;OPR-1005;2026;1;LSZH;KBL-701;Fiber Optik SM 12C Dış Tesisat;8;FO-SM-9;Fiber Optik Single Mode;38;37855;567.82;2;2145;32.17;1;1;1;1;36.7;1.0;50;;;100.0;58.04;92.31;53.57
WO-202601-16443;OP-310;KABLO-ANK;Ankara Kablo Üretim Tesisi;28.01.2026;ÇARŞAMBA;XTR-2001;Özel Üretim Extruder Hattı Epsilon;İLETKEN TEL ÇEKİM;1.0;14.6;0.624;0.0;0.0;0.0;2.138;31.0;OSMAN YILDIZ;OPR-2002;2026;1;PVC;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;2;AL-1350;Alüminyum Alaşım;16;3981;59.71;1;269;4.04;1;1;1;1;14.6;0.6;50;;;29.43;59.88;90.97;16.03
WO-202601-16444;OP-310;KABLO-ANK;Ankara Kablo Üretim Tesisi;28.01.2026;ÇARŞAMBA;XTR-2004;Kombine Extruder Hattı Theta;DOLGU KAPLAMA;4.3;39.2;0.897;0.0;0.0;0.0;0.627;115.3;İSMAİL ÖZDEMİR;OPR-2001;2026;1;PVC;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;1;AL-1350;Alüminyum Alaşım;44;4334;86.68;4;466;9.32;1;1;1;1;39.2;0.9;110;;;18.28;100.0;91.46;16.72
WO-202601-16445;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;28.01.2026;ÇARŞAMBA;XTR-1001;Mikro Extruder Hattı Alfa;DOLGU KAPLAMA;0.0;9.7;0.618;0.0;0.0;0.0;0.369;94.7;MUSTAFA ŞAHİN;OPR-1003;2026;1;Halogen-Free;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;2;CU-ETP;Elektrolitik Bakır;11;2095;16.76;0;105;0.84;1;1;1;1;9.7;0.6;120;;;11.36;82.11;96.07;8.96
WO-202601-16446;OP-310;KABLO-ANK;Ankara Kablo Üretim Tesisi;28.01.2026;ÇARŞAMBA;XTR-2004;Kombine Extruder Hattı Theta;ÇELİK ZIRH SARMAL;0.9;28.2;0.63;0.0;0.0;0.0;0.39;120.1;AHMET YILMAZ;OPR-1001;2026;1;PVC;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;1;AL-1350;Alüminyum Alaşım;29;2810;56.2;1;190;3.8;1;1;1;1;28.2;0.6;110;;;13.69;100.0;94.99;13.01
WO-202601-16447;OP-350;KABLO-ANK;Ankara Kablo Üretim Tesisi;28.01.2026;ÇARŞAMBA;XTR-2003;Ağır Hizmet Extruder Hattı Eta;ÇELİK ZIRH SARMAL;1.9;23.1;1.162;0.0;0.0;0.0;3.794;23.5;OSMAN YILDIZ;OPR-2002;2026;1;LSZH;KBL-802;CAT7 SFTP 4P Yüksek Performans;5;CU-ETP;Elektrolitik Bakır;27;5339;80.08;2;461;6.92;1;1;1;1;23.1;1.2;45;;;59.3;44.95;87.97;23.45
WO-202601-16448;OP-350;KABLO-ANK;Ankara Kablo Üretim Tesisi;28.01.2026;ÇARŞAMBA;XTR-2002;Standart Extruder Hattı Zeta;DIŞ KILIF SIVAMA;1.0;17.0;0.694;0.0;1.918;0.0;0.594;88.7;HASAN AYDIN;OPR-2003;2026;1;PVC;KBL-201;NYY 4x6 mm² Yeraltı Enerji;3;CU-ETP;Elektrolitik Bakır;16;3161;79.03;1;239;5.98;1;1;1;1;17.0;0.7;90;;Anlık Arıza (Standart Extruder Hattı Zeta - Orta Risk);16.48;94.47;92.73;14.44
WO-202601-16449;OP-310;KABLO-ANK;Ankara Kablo Üretim Tesisi;28.01.2026;ÇARŞAMBA;XTR-2003;Ağır Hizmet Extruder Hattı Eta;ÇELİK ZIRH SARMAL;0.9;24.5;0.678;0.0;1.679;0.0;1.403;41.8;İBRAHİM ÖZTÜRK;OPR-2004;2026;1;Halogen-Free;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;4;CU-ETP;Elektrolitik Bakır;24;3517;52.75;1;233;3.49;1;1;1;1;24.5;0.7;45;;Anlık Arıza (Ağır Hizmet Extruder Hattı Eta - Yüksek Risk);24.96;96.99;89.2;21.6
WO-202601-16450;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;29.01.2026;PERŞEMBE;XTR-2004;Kombine Extruder Hattı Theta;ÇELİK ZIRH SARMAL;2.2;34.3;0.773;0.0;0.0;0.0;0.864;114.6;AHMET YILMAZ;OPR-1001;2026;1;Kauçuk;KBL-902;H07RN-F 3G2.5 mm² Kauçuk Seyyar;3;CU-ETP;Elektrolitik Bakır;40;5943;118.86;2;357;7.14;1;1;1;1;34.3;0.8;110;;;18.01;100.0;91.0;16.39
WO-202601-16451;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;29.01.2026;PERŞEMBE;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;İLETKEN TEL ÇEKİM;1.9;47.8;0.266;0.0;0.0;0.0;1.491;141.0;İSMAİL ÖZDEMİR;OPR-2001;2026;1;PVC;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;2;CU-ETP;Elektrolitik Bakır;51;12610;100.88;2;640;5.12;1;1;1;1;47.8;0.3;130;;;20.99;97.19;93.42;19.06
WO-202601-16452;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;29.01.2026;PERŞEMBE;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;İLETKEN TEL ÇEKİM;2.2;26.0;0.244;0.0;0.0;0.0;0.274;139.3;İSMAİL ÖZDEMİR;OPR-2001;2026;1;PVC;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;1;AL-1350;Alüminyum Alaşım;23;2289;18.31;2;211;1.69;1;1;1;1;26.0;0.2;130;;;6.52;100.0;93.03;6.07
WO-202601-16453;OP-310;KABLO-IST;İstanbul Kablo Üretim Tesisi;29.01.2026;PERŞEMBE;XTR-1001;Mikro Extruder Hattı Alfa;ÇELİK ZIRH SARMAL;1.0;21.4;0.217;0.0;0.0;0.0;0.273;134.4;AHMET YILMAZ;OPR-1001;2026;1;PVC;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;1;AL-1350;Alüminyum Alaşım;23;2201;17.61;1;199;1.59;1;1;1;1;21.4;0.2;120;;;5.8;100.0;92.7;5.38
WO-202601-16454;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;29.01.2026;PERŞEMBE;XTR-1001;Mikro Extruder Hattı Alfa;DIŞ KILIF SIVAMA;0.0;9.6;0.382;0.0;0.0;0.0;0.209;124.4;MEHMET DEMİR;OPR-1002;2026;1;Kauçuk;KBL-902;H07RN-F 3G2.5 mm² Kauçuk Seyyar;3;CU-ETP;Elektrolitik Bakır;11;1558;12.46;0;92;0.74;1;1;1;1;9.6;0.4;120;;;7.61;95.35;94.1;6.83
WO-202601-16455;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;29.01.2026;PERŞEMBE;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;ÇELİK ZIRH SARMAL;0.0;12.2;0.348;0.0;0.0;0.0;0.591;111.0;MUSTAFA ŞAHİN;OPR-1003;2026;1;PVC;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;1;AL-1350;Alüminyum Alaşım;14;3937;31.5;0;263;2.1;1;1;1;1;12.2;0.3;130;;;12.84;77.83;93.62;9.36
WO-202601-16456;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;29.01.2026;PERŞEMBE;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;İLETKEN TEL ÇEKİM;0.9;17.1;2.031;0.0;0.0;0.0;1.053;18.3;İBRAHİM ÖZTÜRK;OPR-2004;2026;1;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;7;CU-ETP;Elektrolitik Bakır;20;1158;110.01;1;102;9.69;1;1;1;1;17.1;2.0;30;;;40.47;54.77;86.7;19.21
WO-202601-16457;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;29.01.2026;PERŞEMBE;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;DOLGU KAPLAMA;0.9;17.9;2.005;0.0;0.0;0.0;1.309;15.5;İBRAHİM ÖZTÜRK;OPR-2004;2026;1;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;7;AL-1350;Alüminyum Alaşım;21;1215;115.42;1;105;9.97;1;1;1;1;17.9;2.0;30;;;35.94;53.19;88.99;17.01
WO-202601-16458;OP-310;KABLO-IST;İstanbul Kablo Üretim Tesisi;29.01.2026;PERŞEMBE;XTR-1002;Standart Extruder Hattı Beta;DOLGU KAPLAMA;5.7;35.7;0.844;0.0;0.0;0.0;0.915;72.1;HASAN AYDIN;OPR-2003;2026;1;Kauçuk;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;6;AL-1350;Alüminyum Alaşım;40;3960;99.0;5;540;13.5;1;1;1;1;35.7;0.8;80;;;19.12;84.61;84.25;13.63
WO-202601-16459;OP-310;KABLO-ANK;Ankara Kablo Üretim Tesisi;29.01.2026;PERŞEMBE;XTR-2003;Ağır Hizmet Extruder Hattı Eta;İLETKEN TEL ÇEKİM;3.8;44.6;0.986;0.0;0.0;0.0;1.98;36.8;AHMET YILMAZ;OPR-1001;2026;1;XLPE;KBL-301;NYY 5x25 mm² Endüstriyel Enerji;5;AL-1350;Alüminyum Alaşım;44;4367;65.5;4;433;6.5;1;1;1;1;44.6;1.0;45;;;32.81;86.06;89.92;25.39
WO-202601-16460;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;29.01.2026;PERŞEMBE;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;ÇELİK ZIRH SARMAL;0.9;8.4;0.313;0.0;0.0;0.0;0.516;87.0;OSMAN YILDIZ;OPR-2002;2026;1;PVC;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;1;AL-1350;Alüminyum Alaşım;9;2693;21.54;1;307;2.46;1;1;1;1;8.4;0.3;130;;;10.95;67.53;88.5;6.55
WO-202601-16461;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;29.01.2026;PERŞEMBE;XTR-2002;Standart Extruder Hattı Zeta;İZOLASYON EKSTRÜZYON;1.1;14.6;1.008;0.0;0.0;0.0;0.525;77.9;ALİ KAYA;OPR-1005;2026;1;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;4;AL-1350;Alüminyum Alaşım;17;2453;61.33;1;247;6.18;1;1;1;1;14.6;1.0;90;;;20.09;83.09;89.69;14.97
WO-202601-16462;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;29.01.2026;PERŞEMBE;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;DOLGU KAPLAMA;0.9;27.2;0.894;0.0;0.0;0.0;17.339;22.4;MEHMET DEMİR;OPR-1002;2026;1;LSZH;KBL-701;Fiber Optik SM 12C Dış Tesisat;8;FO-SM-9;Fiber Optik Single Mode;24;23323;349.84;1;1677;25.15;1;1;1;1;27.2;0.9;40;;;100.0;50.62;90.29;45.7
WO-202601-16463;OP-350;KABLO-IST;İstanbul Kablo Üretim Tesisi;29.01.2026;PERŞEMBE;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;İLETKEN TEL ÇEKİM;0.9;9.6;0.897;0.0;1.445;0.0;0.855;41.1;İBRAHİM ÖZTÜRK;OPR-2004;2026;1;PVC;KBL-201;NYY 4x6 mm² Yeraltı Enerji;3;AL-1350;Alüminyum Alaşım;11;2112;31.68;1;288;4.32;1;1;1;1;9.6;0.9;40;;Anlık Arıza (Ağır Hizmet Extruder Hattı Gamma - Yüksek Risk);18.8;90.06;85.14;14.42
