İş Emri No;Operasyon Kodu;Tesis Kodu;Tesis Adı;Üretim Tarihi;Gün Adı;Hat Kodu;Hat Tanımı;Operasyon Tanımı;Fire Miktar (Bobin);Üretim Miktarı (Bobin);Setup Süresi (Saat);Bakım Duruşu (Saat);Arıza Duruşu (Saat);Plansız Duruş (Saat);Operasyon Süresi (Saat);Operasyon Hızı (m/dk);Operatör Adı Soyadı;Operatör Sicil No;Üretim Yılı;Üretim Ayı;İzolasyon Cinsi;Ürün Kodu;Ürün Açıklaması;Üretim Zorluk Derecesi;Malzeme Kodu;Malzeme Açıklaması;Kaliteli Bobin Adedi;Kaliteli Toplam Metraj;Kaliteli Toplam m²;Fire Bobin Adedi;Fire Toplam Metraj;Fire Toplam m²;Günlük İş Emri Sayısı;Parti Sayısı;Hat Başına İş Emri;Hat Günlük İş Emri;Ortalama Çekim Miktarı;Ortalama Setup Süresi (Saat);Hat Nominal Hızı (m/dk);Bakım Açıklaması;Arıza Açıklaması;Kullanım Oranı (%);Performans Oranı (%);Kalite Oranı (%);OEE Değeri (%)
WO-202605-18912;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;06.05.2026;ÇARŞAMBA;XTR-2002;Standart Extruder Hattı Zeta;ÇELİK ZIRH SARMAL;2.3;26.1;0.822;0.0;0.0;0.0;0.55;83.3;MEHMET DEMİR;OPR-1002;2026;5;Kauçuk;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;6;CU-ETP;Elektrolitik Bakır;28;2749;68.73;2;251;6.28;1;1;1;1;26.1;0.8;90;;;20.19;83.49;84.2;14.19
WO-202605-18913;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;06.05.2026;ÇARŞAMBA;XTR-2002;Standart Extruder Hattı Zeta;İLETKEN TEL ÇEKİM;4.1;53.7;0.799;0.0;0.0;0.0;1.588;83.4;MEHMET DEMİR;OPR-1002;2026;5;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;4;CU-ETP;Elektrolitik Bakır;53;7945;198.62;4;605;15.12;1;1;1;1;53.7;0.8;90;;;27.47;94.94;86.37;22.52
WO-202605-18914;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;06.05.2026;ÇARŞAMBA;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;İZOLASYON EKSTRÜZYON;1.7;19.0;1.994;0.0;0.0;0.0;1.467;12.0;HÜSEYİN ÇELİK;OPR-1004;2026;5;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;7;AL-1350;Alüminyum Alaşım;18;1056;100.32;2;144;13.68;1;1;1;1;19.0;2.0;30;;;39.3;39.77;81.37;12.72
WO-202605-18915;OP-350;KABLO-IST;İstanbul Kablo Üretim Tesisi;06.05.2026;ÇARŞAMBA;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;DIŞ KILIF SIVAMA;2.1;26.1;0.254;0.0;0.0;0.0;0.858;140.3;AHMET YILMAZ;OPR-1001;2026;5;PVC;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;2;AL-1350;Alüminyum Alaşım;29;7224;57.79;2;526;4.21;1;1;1;1;26.1;0.3;130;;;12.97;100.0;88.25;11.45
WO-202605-18916;OP-310;KABLO-IST;İstanbul Kablo Üretim Tesisi;06.05.2026;ÇARŞAMBA;XTR-1001;Mikro Extruder Hattı Alfa;İZOLASYON EKSTRÜZYON;0.9;25.1;0.665;0.0;0.0;0.0;1.42;81.0;OSMAN YILDIZ;OPR-2002;2026;5;PVC;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;2;CU-ETP;Elektrolitik Bakır;28;6904;55.23;1;346;2.77;1;1;1;1;25.1;0.7;120;;;24.25;70.7;94.49;16.2
WO-202605-18917;OP-350;KABLO-IST;İstanbul Kablo Üretim Tesisi;06.05.2026;ÇARŞAMBA;XTR-1001;Mikro Extruder Hattı Alfa;DOLGU KAPLAMA;4.3;47.9;0.396;0.0;0.0;0.0;2.674;96.7;MUSTAFA ŞAHİN;OPR-1003;2026;5;PVC;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;1;AL-1350;Alüminyum Alaşım;52;15508;124.06;5;1592;12.74;1;1;1;1;47.9;0.4;120;;;32.49;87.82;88.56;25.27
WO-202605-18918;OP-310;KABLO-ANK;Ankara Kablo Üretim Tesisi;06.05.2026;ÇARŞAMBA;XTR-2004;Kombine Extruder Hattı Theta;İLETKEN TEL ÇEKİM;1.0;18.7;0.87;0.0;0.0;0.0;0.937;112.3;İSMAİL ÖZDEMİR;OPR-2001;2026;5;PE;KBL-801;CAT6 UTP 4P Data İletişim;3;CU-ETP;Elektrolitik Bakır;21;6316;126.32;1;394;7.88;1;1;1;1;18.7;0.9;110;;;26.18;86.81;90.48;20.56
WO-202605-18919;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;06.05.2026;ÇARŞAMBA;XTR-1002;Standart Extruder Hattı Beta;İLETKEN TEL ÇEKİM;3.0;34.7;0.936;0.0;0.0;0.0;1.312;70.4;HASAN AYDIN;OPR-2003;2026;5;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;4;CU-ETP;Elektrolitik Bakır;37;5543;138.58;3;457;11.43;1;1;1;1;34.7;0.9;80;;;24.41;88.77;86.68;18.78
WO-202605-18920;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;06.05.2026;ÇARŞAMBA;XTR-2004;Kombine Extruder Hattı Theta;İLETKEN TEL ÇEKİM;0.0;14.4;1.138;0.0;1.167;0.0;0.434;95.1;ALİ KAYA;OPR-1005;2026;5;LSZH;KBL-802;CAT7 SFTP 4P Yüksek Performans;5;CU-ETP;Elektrolitik Bakır;13;2475;49.5;0;125;2.5;1;1;1;1;14.4;1.1;110;;Anlık Arıza (Kombine Extruder Hattı Theta - Düşük Risk);20.64;80.78;90.19;15.04
WO-202605-18921;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;06.05.2026;ÇARŞAMBA;XTR-2002;Standart Extruder Hattı Zeta;DOLGU KAPLAMA;1.0;19.5;0.856;0.0;0.0;0.0;0.61;86.4;HASAN AYDIN;OPR-2003;2026;5;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;4;CU-ETP;Elektrolitik Bakır;22;3159;78.98;1;291;7.28;1;1;1;1;19.5;0.9;90;;;15.77;89.58;86.14;12.17
WO-202605-18922;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;06.05.2026;ÇARŞAMBA;XTR-2003;Ağır Hizmet Extruder Hattı Eta;DIŞ KILIF SIVAMA;1.9;34.9;0.708;0.0;0.0;0.0;4.688;43.4;HASAN AYDIN;OPR-2003;2026;5;PE;KBL-801;CAT6 UTP 4P Data İletişim;3;CU-ETP;Elektrolitik Bakır;41;12213;183.19;2;902;13.53;1;1;1;1;34.9;0.7;45;;;73.25;99.09;93.63;67.96
WO-202605-18923;OP-310;KABLO-ANK;Ankara Kablo Üretim Tesisi;06.05.2026;ÇARŞAMBA;XTR-2004;Kombine Extruder Hattı Theta;DOLGU KAPLAMA;1.7;18.9;1.017;0.0;0.0;0.0;0.721;115.4;MEHMET DEMİR;OPR-1002;2026;5;PVC;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;2;AL-1350;Alüminyum Alaşım;20;4990;99.8;2;510;10.2;1;1;1;1;18.9;1.0;110;;;20.64;95.28;88.65;17.44
WO-202605-18924;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;06.05.2026;ÇARŞAMBA;XTR-1002;Standart Extruder Hattı Beta;DOLGU KAPLAMA;0.0;8.6;0.991;0.0;0.0;0.0;0.289;71.5;MEHMET DEMİR;OPR-1002;2026;5;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;4;AL-1350;Alüminyum Alaşım;9;1239;30.98;0;111;2.78;1;1;1;1;8.6;1.0;80;;;16.03;99.25;90.19;14.35
WO-202605-18925;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;06.05.2026;ÇARŞAMBA;XTR-1001;Mikro Extruder Hattı Alfa;İLETKEN TEL ÇEKİM;0.0;24.0;0.611;0.0;0.0;0.0;0.453;81.4;OSMAN YILDIZ;OPR-2002;2026;5;PVC;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;1;CU-ETP;Elektrolitik Bakır;23;2213;17.7;0;87;0.7;1;1;1;1;24.0;0.6;120;;;12.29;68.91;93.56;7.92
WO-202605-18926;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;06.05.2026;ÇARŞAMBA;XTR-2002;Standart Extruder Hattı Zeta;ÇELİK ZIRH SARMAL;3.7;33.8;0.726;0.0;0.0;0.0;1.036;78.8;ALİ KAYA;OPR-1005;2026;5;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;4;AL-1350;Alüminyum Alaşım;33;4896;122.4;4;654;16.35;1;1;1;1;33.8;0.7;90;;;21.83;83.49;89.56;16.33
WO-202605-18927;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;06.05.2026;ÇARŞAMBA;XTR-2001;Özel Üretim Extruder Hattı Epsilon;ÇELİK ZIRH SARMAL;3.2;50.2;0.858;0.0;0.0;0.0;2.943;47.3;HÜSEYİN ÇELİK;OPR-1004;2026;5;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;4;AL-1350;Alüminyum Alaşım;56;8345;125.17;3;505;7.57;1;1;1;1;50.2;0.9;50;;;39.32;92.49;88.11;32.04
WO-202605-18928;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;06.05.2026;ÇARŞAMBA;XTR-2002;Standart Extruder Hattı Zeta;ÇELİK ZIRH SARMAL;2.0;36.4;0.852;0.0;0.0;0.0;0.969;80.0;HASAN AYDIN;OPR-2003;2026;5;Halogen-Free;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;4;CU-ETP;Elektrolitik Bakır;32;4653;116.33;2;447;11.18;1;1;1;1;36.4;0.9;90;;;20.99;82.69;85.56;14.85
WO-202605-18929;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;07.05.2026;PERŞEMBE;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;ÇELİK ZIRH SARMAL;1.0;33.7;0.527;0.0;0.0;0.0;1.117;138.9;MEHMET DEMİR;OPR-1002;2026;5;PVC;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;1;AL-1350;Alüminyum Alaşım;32;9310;74.48;1;590;4.72;1;1;1;1;33.7;0.5;130;;;21.33;100.0;95.68;20.41
WO-202605-18930;OP-350;KABLO-IST;İstanbul Kablo Üretim Tesisi;07.05.2026;PERŞEMBE;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;DIŞ KILIF SIVAMA;4.2;43.3;0.293;0.0;0.0;0.0;1.196;132.7;MEHMET DEMİR;OPR-1002;2026;5;Halogen-Free;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;2;AL-1350;Alüminyum Alaşım;48;9523;76.18;4;877;7.02;1;1;1;1;43.3;0.3;130;;;21.51;96.83;86.86;18.09
WO-202605-18931;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;07.05.2026;PERŞEMBE;XTR-2003;Ağır Hizmet Extruder Hattı Eta;ÇELİK ZIRH SARMAL;1.0;23.5;0.899;0.0;1.463;0.0;2.631;29.2;MUSTAFA ŞAHİN;OPR-1003;2026;5;PVC;KBL-201;NYY 4x6 mm² Yeraltı Enerji;3;CU-ETP;Elektrolitik Bakır;24;4610;69.15;1;390;5.85;1;1;1;1;23.5;0.9;45;;Anlık Arıza (Ağır Hizmet Extruder Hattı Eta - Yüksek Risk);52.22;71.82;91.18;34.19
WO-202605-18932;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;07.05.2026;PERŞEMBE;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;DOLGU KAPLAMA;6.1;54.7;1.107;0.0;0.0;0.0;4.71;18.7;MUSTAFA ŞAHİN;OPR-1003;2026;5;Kauçuk;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;6;AL-1350;Alüminyum Alaşım;53;5280;79.2;7;720;10.8;1;1;1;1;54.7;1.1;40;;;72.12;50.93;85.39;31.37
WO-202605-18933;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;07.05.2026;PERŞEMBE;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;ÇELİK ZIRH SARMAL;5.5;49.1;0.888;0.0;0.0;0.0;2.987;28.5;MUSTAFA ŞAHİN;OPR-1003;2026;5;PVC;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;2;AL-1350;Alüminyum Alaşım;52;5104;76.56;6;696;10.44;1;1;1;1;49.1;0.9;40;;;51.91;72.23;89.33;33.49
WO-202605-18934;OP-350;KABLO-ANK;Ankara Kablo Üretim Tesisi;07.05.2026;PERŞEMBE;XTR-2001;Özel Üretim Extruder Hattı Epsilon;İZOLASYON EKSTRÜZYON;0.0;14.3;0.676;0.0;0.0;0.0;1.738;36.5;SÜLEYMAN KOÇ;OPR-2005;2026;5;PE;KBL-801;CAT6 UTP 4P Data İletişim;3;CU-ETP;Elektrolitik Bakır;13;3807;57.1;0;158;2.37;1;1;1;1;14.3;0.7;50;;;32.25;80.28;90.43;23.41
WO-202605-18935;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;07.05.2026;PERŞEMBE;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;DIŞ KILIF SIVAMA;2.3;38.4;0.441;0.0;0.0;0.0;0.805;89.8;OSMAN YILDIZ;OPR-2002;2026;5;PVC;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;1;AL-1350;Alüminyum Alaşım;44;4334;34.67;2;266;2.13;1;1;1;1;38.4;0.4;130;;;14.41;76.57;95.41;10.53
WO-202605-18936;OP-350;KABLO-IST;İstanbul Kablo Üretim Tesisi;07.05.2026;PERŞEMBE;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;İLETKEN TEL ÇEKİM;1.1;38.5;0.614;0.0;0.0;0.0;0.388;142.3;AHMET YILMAZ;OPR-1001;2026;5;PVC;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;2;CU-ETP;Elektrolitik Bakır;34;3309;26.47;1;191;1.53;1;1;1;1;38.5;0.6;130;;;13.36;100.0;89.85;12.01
WO-202605-18937;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;07.05.2026;PERŞEMBE;XTR-2003;Ağır Hizmet Extruder Hattı Eta;DIŞ KILIF SIVAMA;1.8;33.5;0.818;0.0;0.0;0.0;4.89;33.4;MUSTAFA ŞAHİN;OPR-1003;2026;5;PE;KBL-801;CAT6 UTP 4P Data İletişim;3;CU-ETP;Elektrolitik Bakır;33;9792;146.88;2;883;13.24;1;1;1;1;33.5;0.8;45;;;60.99;69.69;87.59;37.23
WO-202605-18938;OP-350;KABLO-ANK;Ankara Kablo Üretim Tesisi;07.05.2026;PERŞEMBE;XTR-2003;Ağır Hizmet Extruder Hattı Eta;DOLGU KAPLAMA;1.8;34.3;0.932;0.0;0.0;0.0;3.949;41.0;HASAN AYDIN;OPR-2003;2026;5;PE;KBL-801;CAT6 UTP 4P Data İletişim;3;CU-ETP;Elektrolitik Bakır;32;9704;145.56;2;666;9.99;1;1;1;1;34.3;0.9;45;;;58.13;95.56;89.83;49.9
WO-202605-18939;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;07.05.2026;PERŞEMBE;XTR-1002;Standart Extruder Hattı Beta;İZOLASYON EKSTRÜZYON;5.5;42.9;0.872;0.0;0.0;0.0;1.662;68.9;ALİ KAYA;OPR-1005;2026;5;Halogen-Free;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;4;AL-1350;Alüminyum Alaşım;46;6873;171.83;5;777;19.43;1;1;1;1;42.9;0.9;80;;;31.09;80.22;83.98;20.95
WO-202605-18940;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;07.05.2026;PERŞEMBE;XTR-2003;Ağır Hizmet Extruder Hattı Eta;İLETKEN TEL ÇEKİM;2.6;56.7;0.874;0.0;0.0;0.0;3.943;21.2;OSMAN YILDIZ;OPR-2002;2026;5;Kauçuk;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;6;CU-ETP;Elektrolitik Bakır;51;5012;75.18;3;388;5.82;1;1;1;1;56.7;0.9;45;;;70.34;50.93;88.23;31.61
WO-202605-18941;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;07.05.2026;PERŞEMBE;XTR-1002;Standart Extruder Hattı Beta;İLETKEN TEL ÇEKİM;2.9;49.3;1.16;0.0;0.0;0.0;1.185;63.2;ALİ KAYA;OPR-1005;2026;5;Kauçuk;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;6;CU-ETP;Elektrolitik Bakır;45;4493;112.33;3;307;7.68;1;1;1;1;49.3;1.2;80;;;24.6;82.44;88.33;17.92
WO-202605-18942;OP-310;KABLO-ANK;Ankara Kablo Üretim Tesisi;07.05.2026;PERŞEMBE;XTR-2001;Özel Üretim Extruder Hattı Epsilon;DIŞ KILIF SIVAMA;1.7;44.6;0.765;0.0;0.0;0.0;2.616;26.3;OSMAN YILDIZ;OPR-2002;2026;5;XLPE;KBL-301;NYY 5x25 mm² Endüstriyel Enerji;5;CU-ETP;Elektrolitik Bakır;42;4126;61.89;2;274;4.11;1;1;1;1;44.6;0.8;50;;;47.98;47.45;92.25;21.0
WO-202605-18943;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;07.05.2026;PERŞEMBE;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;DIŞ KILIF SIVAMA;4.7;53.5;0.384;0.0;0.0;0.0;1.415;109.0;MUSTAFA ŞAHİN;OPR-1003;2026;5;Halogen-Free;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;2;AL-1350;Alüminyum Alaşım;47;9253;74.02;5;1147;9.18;1;1;1;1;53.5;0.4;130;;;23.34;77.78;90.06;16.35
WO-202605-18944;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;07.05.2026;PERŞEMBE;XTR-1001;Mikro Extruder Hattı Alfa;DIŞ KILIF SIVAMA;3.4;48.0;0.569;0.0;0.0;0.0;2.25;82.8;OSMAN YILDIZ;OPR-2002;2026;5;PVC;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;2;AL-1350;Alüminyum Alaşım;45;11177;89.42;3;823;6.58;1;1;1;1;48.0;0.6;120;;;33.28;61.87;92.04;18.95
WO-202605-18945;OP-350;KABLO-IST;İstanbul Kablo Üretim Tesisi;07.05.2026;PERŞEMBE;XTR-1002;Standart Extruder Hattı Beta;İLETKEN TEL ÇEKİM;3.0;39.3;0.822;0.0;0.0;0.0;1.646;61.2;SÜLEYMAN KOÇ;OPR-2005;2026;5;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;4;AL-1350;Alüminyum Alaşım;41;6044;151.1;3;556;13.9;1;1;1;1;39.3;0.8;80;;;26.02;77.41;91.65;18.46
WO-202605-18946;OP-350;KABLO-ANK;Ankara Kablo Üretim Tesisi;07.05.2026;PERŞEMBE;XTR-2004;Kombine Extruder Hattı Theta;DIŞ KILIF SIVAMA;0.9;21.8;1.164;0.0;0.0;0.0;1.132;88.0;MUSTAFA ŞAHİN;OPR-1003;2026;5;PE;KBL-801;CAT6 UTP 4P Data İletişim;3;CU-ETP;Elektrolitik Bakır;20;5978;119.56;1;427;8.54;1;1;1;1;21.8;1.2;110;;;23.95;87.01;93.59;19.5
WO-202605-18947;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;08.05.2026;CUMA;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;İZOLASYON EKSTRÜZYON;3.0;26.1;0.7;0.0;2.483;0.0;3.538;33.2;SÜLEYMAN KOÇ;OPR-2005;2026;5;PVC;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;2;AL-1350;Alüminyum Alaşım;29;7040;105.6;3;960;14.4;1;1;1;1;26.1;0.7;40;;Anlık Arıza (Ağır Hizmet Extruder Hattı Gamma - Yüksek Risk);66.25;90.49;87.69;52.57
WO-202605-18948;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;08.05.2026;CUMA;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;İZOLASYON EKSTRÜZYON;0.9;20.1;0.882;0.0;2.693;0.0;1.195;29.3;AHMET YILMAZ;OPR-1001;2026;5;Kauçuk;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;6;CU-ETP;Elektrolitik Bakır;22;2101;31.52;1;199;2.98;1;1;1;1;20.1;0.9;40;;Anlık Arıza (Ağır Hizmet Extruder Hattı Gamma - Yüksek Risk);33.7;71.88;89.64;21.71
WO-202605-18949;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;08.05.2026;CUMA;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;DOLGU KAPLAMA;0.0;11.0;0.372;0.0;0.0;0.0;0.348;106.9;MUSTAFA ŞAHİN;OPR-1003;2026;5;Halogen-Free;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;2;CU-ETP;Elektrolitik Bakır;12;2234;17.87;0;166;1.33;1;1;1;1;11.0;0.4;130;;;8.67;86.98;86.67;6.53
WO-202605-18950;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;08.05.2026;CUMA;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;ÇELİK ZIRH SARMAL;0.9;27.5;0.537;0.0;0.0;0.0;0.977;103.4;MUSTAFA ŞAHİN;OPR-1003;2026;5;PVC;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;2;AL-1350;Alüminyum Alaşım;25;6061;48.49;1;439;3.51;1;1;1;1;27.5;0.5;130;;;17.6;86.56;94.9;14.46
WO-202605-18951;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;08.05.2026;CUMA;XTR-2002;Standart Extruder Hattı Zeta;DIŞ KILIF SIVAMA;4.5;52.5;0.735;0.0;0.0;0.0;1.759;73.6;SÜLEYMAN KOÇ;OPR-2005;2026;5;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;4;CU-ETP;Elektrolitik Bakır;52;7770;194.25;4;630;15.75;1;1;1;1;52.5;0.7;90;;;33.01;80.82;88.68;23.66
WO-202605-18952;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;08.05.2026;CUMA;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;ÇELİK ZIRH SARMAL;2.0;29.8;0.785;0.0;0.0;0.0;2.046;41.8;İBRAHİM ÖZTÜRK;OPR-2004;2026;5;Kauçuk;KBL-902;H07RN-F 3G2.5 mm² Kauçuk Seyyar;3;AL-1350;Alüminyum Alaşım;35;5132;76.98;2;418;6.27;1;1;1;1;29.8;0.8;40;;;34.3;98.7;85.54;28.96
WO-202605-18953;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;08.05.2026;CUMA;XTR-1002;Standart Extruder Hattı Beta;İLETKEN TEL ÇEKİM;2.9;54.3;0.693;0.0;0.0;0.0;1.554;78.7;MEHMET DEMİR;OPR-1002;2026;5;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;4;CU-ETP;Elektrolitik Bakır;49;7334;183.35;3;466;11.65;1;1;1;1;54.3;0.7;80;;;25.02;100.0;88.44;22.13
WO-202605-18954;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;08.05.2026;CUMA;XTR-2001;Özel Üretim Extruder Hattı Epsilon;DIŞ KILIF SIVAMA;1.9;20.9;0.978;0.0;0.0;0.433;2.078;27.8;OSMAN YILDIZ;OPR-2002;2026;5;Halogen-Free;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;4;AL-1350;Alüminyum Alaşım;24;3467;52.0;2;433;6.5;1;1;1;1;20.9;1.0;50;;;36.99;50.48;88.07;16.45
WO-202605-18955;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;08.05.2026;CUMA;XTR-2002;Standart Extruder Hattı Zeta;DOLGU KAPLAMA;5.2;59.0;1.0;0.0;0.0;0.0;1.789;72.3;ALİ KAYA;OPR-1005;2026;5;Halogen-Free;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;4;CU-ETP;Elektrolitik Bakır;52;7764;194.1;5;786;19.65;1;1;1;1;59.0;1.0;90;;;37.17;80.34;84.95;25.37
WO-202605-18956;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;08.05.2026;CUMA;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;İZOLASYON EKSTRÜZYON;1.9;27.4;0.943;0.0;0.0;0.104;1.275;27.8;İSMAİL ÖZDEMİR;OPR-2001;2026;5;XLPE;KBL-302;YVV 3x35 mm² Ağır Sanayi;6;CU-ETP;Elektrolitik Bakır;27;2130;31.95;2;190;2.85;1;1;1;1;27.4;0.9;40;;;30.85;76.95;85.38;20.27
WO-202605-18957;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;08.05.2026;CUMA;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;İLETKEN TEL ÇEKİM;4.1;36.3;0.582;0.0;0.0;0.0;3.303;37.6;HÜSEYİN ÇELİK;OPR-1004;2026;5;Halogen-Free;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;2;AL-1350;Alüminyum Alaşım;38;7450;111.75;4;950;14.25;1;1;1;1;36.3;0.6;40;;;43.86;81.26;90.3;32.18
WO-202605-18958;OP-310;KABLO-ANK;Ankara Kablo Üretim Tesisi;08.05.2026;CUMA;XTR-2001;Özel Üretim Extruder Hattı Epsilon;İLETKEN TEL ÇEKİM;2.0;43.5;0.911;0.0;0.0;0.0;3.486;41.0;HASAN AYDIN;OPR-2003;2026;5;LSZH;KBL-802;CAT7 SFTP 4P Yüksek Performans;5;CU-ETP;Elektrolitik Bakır;43;8577;128.66;2;423;6.34;1;1;1;1;43.5;0.9;50;;;52.73;86.86;91.66;41.98
WO-202605-18959;OP-350;KABLO-ANK;Ankara Kablo Üretim Tesisi;08.05.2026;CUMA;XTR-2002;Standart Extruder Hattı Zeta;İLETKEN TEL ÇEKİM;4.0;41.7;1.053;0.0;0.0;0.0;0.869;79.8;HASAN AYDIN;OPR-2003;2026;5;Kauçuk;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;6;AL-1350;Alüminyum Alaşım;42;4161;104.03;4;439;10.98;1;1;1;1;41.7;1.1;90;;;25.79;91.55;84.84;20.03
WO-202605-18960;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;08.05.2026;CUMA;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;İZOLASYON EKSTRÜZYON;0.9;22.3;0.384;0.0;1.941;0.0;0.319;134.7;MEHMET DEMİR;OPR-1002;2026;5;PVC;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;1;CU-ETP;Elektrolitik Bakır;26;2583;20.66;1;117;0.94;1;1;1;1;22.3;0.4;130;;Anlık Arıza (Yüksek Hızlı Extruder Hattı Delta - Düşük Risk);10.71;95.68;94.24;9.66
WO-202605-18961;OP-350;KABLO-ANK;Ankara Kablo Üretim Tesisi;08.05.2026;CUMA;XTR-2003;Ağır Hizmet Extruder Hattı Eta;ÇELİK ZIRH SARMAL;2.1;42.3;0.895;0.0;0.0;0.0;3.732;42.5;HASAN AYDIN;OPR-2003;2026;5;PVC;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;2;AL-1350;Alüminyum Alaşım;39;9518;142.77;2;732;10.98;1;1;1;1;42.3;0.9;45;;;65.88;85.48;87.25;49.13
